Category,Periodical
XV. GENERAL LABOR (U.S),"Kansas City Labor News, The (w.). Fridays. Established 1919, 4-8 pages, $1, circulation 14,000. Gateway Publish ing Co., 210-211 New Nelson Building, Kansas City, Mo. James H. Anderson, ed. Endorsed by local unions. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"Labor Herald (w.). Fridays. Established 1904, 4 pages, $.50. Labor Herald Publishing Co., 410 Admiral Boule vard, Kansas City, Mo. Thomas H. West, ed. St. Joseph"
XV. GENERAL LABOR (U.S),"St. Joseph Labor News. 301 South Sixth Street, St. Joseph, Mo."
XV. GENERAL LABOR (U.S),"St. Joseph Union (w.). Fridays. Established 1900, $1. A. G. Roberts, pub. and ed., Third and Edmond Streets, St. Joseph, Mo. Uses mats."
XV. GENERAL LABOR (U.S),St. Louis
XV. GENERAL LABOR (U.S),"Saturday Union Record (w.). Saturdays. Established 1887, 8 pages, $2, cirulation 4,800. Finis E. Marlow, pub. and ed., 3rd and Chestnut Streets, St. Louis, Mo. Western Newspaper Union. Uses mats."
XV. GENERAL LABOR (U.S),"Trades Council Union News (w.). Fridays. Established 1917, $1. Union News Publishjng Co., Syndicate Trust Building, St. Louis, Mo. P. J. Morrin, ed. Sedalia"
XV. GENERAL LABOR (U.S),"Railway Federationist (w.). Saturdays. Established 1910, $1. Railway Federationist Publishing and Printing Co., Sedalia, Mo. E. T. Behrens, ed."
XV. GENERAL LABOR (U.S),"Sedalia Leader, The (w.). Fridays. Established 1910, 8 pages, $1.50, circulation 1,500. E. T. Behrens, pub. and ed., 313-15 South Lamine Street, Sedalia, Mo. Western Newspaper Union. Uses mats. Springfield"
XV. GENERAL LABOR (U.S),"Springfield Laborer, The (w.). Fridays. Established 1912, 4 or more pages, $1, circulation 2,350. The Springfield Laborer Publishing Co., 222 W. Commercial Street, Springfield, Mo. S. D. Whitesell, ed. Official organ, Central Trades and Labor Counci1. American Federa tion of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),MONTANA
XV. GENERAL LABOR (U.S),Butte
XV. GENERAL LABOR (U.S),"Free Lance (w.). Butte, Mont."
XV. GENERAL LABOR (U.S),"Labor Bulletin (w.). Fridays. 4-8 pages, $2, circulation 4,500. Silver Bow Trades and Labor Assembly, 11 North Main Street, Butte, Mont. Charles Gildea, ed. Federated Press. Uses mats."
XV. GENERAL LABOR (U.S),Great Falls
XV. GENERAL LABOR (U.S),"Montana Labor Review, The (w.). Fridays. Established 1924, 8 pages, $2, circulation 2,000. E. H. Manson, Great Falls, Mont. Thomas A. Canty, ed. Federated Press. Uses mats."
XV. GENERAL LABOR (U.S),Missoula
XV. GENERAL LABOR (U.S),"New Northwest (w.). Fridays. Established 1915, 8 pages, $2.50, circulation 3,000. Walter E. Christenson, pub. and ed., 432 North Higgins Avenue, Missoula, Mont. Endorsed by trades and labor assembly, and state fede ration of labor. Federated Press. Uses mats."
XV. GENERAL LABOR (U.S),NEBRASKA
XV. GENERAL LABOR (U.S),Lincoln
XV. GENERAL LABOR (U.S),"Nebraska Craftsman (w.). Fridays. Established 1924, 8 pages, $l, circulation 5,000. Lincoln Central Labor Union, 217 N. llth Street, Labor Temple, Lincoln, Nebr. Joseph Gilbert, ed. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),Omaha
XV. GENERAL LABOR (U.S),"Mid-West News (w.). Fridays. Established 1915, 4 or more pages, $1, circulation 30,000. J. A. Lochray, pub. and ed., 305-6 Crounse Block, Omaha, Neb. Endorsed by local unions. American Federation of Labor Weekly News, Federated Press. Uses mats. Unionist (w.). Omaha, Neb."
XV. GENERAL LABOR (U.S),NEW HAMPSHIRE
XV. GENERAL LABOR (U.S),Manchester
XV. GENERAL LABOR (U.S),"Manchester Labor News (w.). Fridays. Established 1924, 4 pages, $1. United Textile Workers Council, Man chester, N. H. Edgar D. Mank, ed. Endorsed by United Textile Workers and Central Labor Union."
XV. GENERAL LABOR (U.S),NEW JERSEY
XV. GENERAL LABOR (U.S),East Orange
XV. GENERAL LABOR (U.S),"Union Labor Bulletin (m.). 56 Hollywood Avenue, East Orange, N. J."
XV. GENERAL LABOR (U.S),Elizabeth
XV. GENERAL LABOR (U.S),"Union Labor Advocate (m.). Established 1900, 16 pages, $1, circulation 3,200. George J. Reiss, pub and ed 1038 Grove Street, Elizabeth, N. J. Official organ, Union County Central Labor Union. International Labor iNews, League for Industrial Democracy."
XV. GENERAL LABOR (U.S),"Jersey City Labor Review of Hudson County (m.). Jersey City, N. J."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ NEW YORK 49
XV. GENERAL LABOR (U.S),'Newark
XV. GENERAL LABOR (U.S),"Union Labor Messenger (m.). Established 1919, 16 and more pages, $1. Essex Trades Council, 41 Franklin St., Newark, N. J. Henry F. Hilfers, mgr., T. J. McHugh, ed."
XV. GENERAL LABOR (U.S),Trenton
XV. GENERAL LABOR (U.S),"Trades Union Advocate (m.). Central Labor Union, 153 Sherman Avenue, Trenton, N. J."
XV. GENERAL LABOR (U.S),NEW YORK Albany
XV. GENERAL LABOR (U.S),"Legislative Labor News (w. and m.)- Established 1911, 4 pages, $2. New York State Federation of Labor, 25 South Hawk Street, Albany, N. Y. John M. O'Hanlon, ed."
XV. GENERAL LABOR (U.S),Auburn
XV. GENERAL LABOR (U.S),"Labor Weekly (w.). Auburn, N. Y."
XV. GENERAL LABOR (U.S),Buffalo
XV. GENERAL LABOR (U.S),"American Labor Reporter (w.). Fridays. Established 1919, $2. American Labor Reporter Publishing Co., Law Exchange Building, Buffalo, N. Y. John Coleman, Sr., ed. Uses mats."
XV. GENERAL LABOR (U.S),"Buffalo Labor Journal (w.). Thursdays. Established 1918, 8 pages, $1, circulation 18,000. Buffalo Labor Journal, Inc., 75-77 East Eagle Street, Buffalo, N. Y. Charles E. Grant, William A. Norman, Charles A. Zenkert, eds. Official organ, Allied Building Trades Council. Ameri can Federation of Labor Weekly News, Cooperative News. Uses mats."
XV. GENERAL LABOR (U.S),"Labor News and Railroad Worker (w.). Fridays. Estab lished 1917, 4 pages, $1, circulation 2,000. Labor News Co., 553 Bramson Building, Buffalo, N. Y. Thomas J. Cullen, ed. Endorsed by several central bodies. Uses mats."
XV. GENERAL LABOR (U.S),Jamestown
XV. GENERAL LABOR (U.S),"Union Labor Advocate (w.). Central Labor Council, Jamestown, N. Y."
XV. GENERAL LABOR (U.S),Newburgh
XV. GENERAL LABOR (U.S),"Orange County Workman (m.). Newburgh, N. Y. New York"
XV. GENERAL LABOR (U.S),"American Labor Monthly, The (m.). Established 1923, 64 pages, circulation 3,000. The American Labor Monthly Publishing Association, J. B. S. Hardman, 31 Union Square, New York, N. Y."
XV. GENERAL LABOR (U.S),"American Labor World (m.). Established 1899, $1.50, cir culation 18,000. John S. Lewis, pub. and ed., 10 Reade Street, New York, N. Y."
XV. GENERAL LABOR (U.S),"Chronicle, The (f.). Central Trades and Labor Council, 287 Broadway, New York, N. Y."
XV. GENERAL LABOR (U.S),"Labor Banker, The (m.). Brotherhood Investment Com pany, 381 Fourth Avenue, New York, N. Y."
XV. GENERAL LABOR (U.S),"New York Teacher, The (m.). Established 1923, 8 pages, $1, circulation 1,250. Teachers Union, Teachers Union Auxiliary, 70 Fifth Avenue, New York, N. Y. Royal J. Davis, B. C. Gruenberg, Abraham Lefkowitz, Henry R. Linville, Mrs. Mabel L. Rees, eds."
XV. GENERAL LABOR (U.S),"Office Employees' Journal, The (m.). Established 1916, 16 pages, $1. Bookkeepers, Stenographers, and Account ants' Union, 12646, American Federation of Labor, 3 West 16th Street, New York, N. Y. Leonard Bright, ed. American Federation of Labor Weekly News, International Labor News."
XV. GENERAL LABOR (U.S),"Rassviet (d.). Russian. Established 1924, 4-6 pages, $6.50, circulation 3,500. The Directorate of Russian Trade Unions, 274 East 10th Street, New York, N. Y."
XV. GENERAL LABOR (U.S),"State Federationist (w.). 113 Leonard Street, New York, N. Y."
XV. GENERAL LABOR (U.S),"Universal Engineer (m.). 150 Nassau Street, New York, N. Y."
XV. GENERAL LABOR (U.S),Poughkeepsie
XV. GENERAL LABOR (U.S),"Truth, The (w.). Fridays. Established 1919, 8 pages, $2, circulation 3,000. Cyrus P. Jones, ed. and pub., 21 Academy Street, Poughkeepsie, N. Y. Uses mats."
XV. GENERAL LABOR (U.S),"New Rochelle Labor News (m.). New Rochelle, N. Y."
XV. GENERAL LABOR (U.S),Rochester
XV. GENERAL LABOR (U.S),"Labor Herald (w.). Saturdays. Established 1913, 8 pages, $1.50, circulation 4,000. Labor Herald Co., 23 S. Water Street, Rochester, N. Y. Edward J. Walsh, ed. Official organ, Central Trades and Labor Counci1. International Labor iNews. Uses mats."
XV. GENERAL LABOR (U.S),Schenectady
XV. GENERAL LABOR (U.S),"Empire State Leader (w.). Saturdays. Established 1905, 8 pages, $1.50, circulation 4,000. The Hogan Publish ing Co., P. O. Box 664, Schenectady, N. Y. Dallas A. Hogan, ed. Uses mats."
XV. GENERAL LABOR (U.S),Syracuse
XV. GENERAL LABOR (U.S),"Industrial Weekly, The (w.). Fridays. Established 1904, 8 pages, $2, circulation 5,000. Thomas M. Gafney, pub. and ed., 238-240 West Fayette Street, Syracuse, N. Y. Official organ, Trades Assembly. American Federation of Labor News. Uses mats."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ NORTH CAROLINA 51
XV. GENERAL LABOR (U.S),Troy
XV. GENERAL LABOR (U.S),"Labor Journal, The (w.). Fridays. Established 1919, 4-8 pages, $l, circulation 5,200. Labor Journal Publishing Co., 59 Congress Street, Troy, N. Y. James Lemke, ed. Official organ, Troy Federation of Labor. Inter national Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"Utica Labor Advocate (w.). 16 Liberty Street, Utica, N. Y."
XV. GENERAL LABOR (U.S),Yonkers
XV. GENERAL LABOR (U.S),"Workman (w.). 64 Main Street, Yonkers, N. Y."
XV. GENERAL LABOR (U.S),NORTH CAROLINA
XV. GENERAL LABOR (U.S),Asheville
XV. GENERAL LABOR (U.S),"Asheville Advocate (w.). Thursdays. Established 1918, 12 pages, $2, circulation 4,211. Advocate Publishing Co., 91 Patton Avenue, Asheville, N. C. H. C. Caldwell, ed. International Labor News. Uses mats. Official organ, North Carolina State Federation of Labor, etc."
XV. GENERAL LABOR (U.S),Charlotte
XV. GENERAL LABOR (U.S),"Charlotte Herald, The (w.). Fridays. Established 1917, 16 pages, $2, circulation 5,378. Herald Publishing Co., 32 South College, Charlotte, N. C. James F. Barrett, ed. Endorsed by North Carolina State Federation of Labor. American Federation of Labor Weekly News, International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"Raleigh Labor Educator (w.). Raleigh, N. C."
XV. GENERAL LABOR (U.S),"Union Herald, The (w.). Thursdays. Established l917, 8 pages, $1.50, circulation 1,250. Charles and H. B. Ruffin, W. F. Moody, Hargett and Wilmington, Raleigh, N. C. L. E. Nichols, ed. Endorsed by local unions. International Labor News. Uses mats. Democratic."
XV. GENERAL LABOR (U.S),Wilmington
XV. GENERAL LABOR (U.S),"Union Labor Record, The (w.). Fridays. Established 1915, 6-12 pages, $2, circulation 2,000. George Wallace Came ron, pub. and ed., 10^ Dock Street, Wilmington, N. C. Endorsed by State Federation of Labor, Wilmington Trades Counci1. International Labor News, American Federation of Labor Weekly News, International Typo graphical Union Service, People's Legislative Service, League for Industrial Democracy."
XV. GENERAL LABOR (U.S),Winston-Salem
XV. GENERAL LABOR (U.S),"Unity and Justice (w.). 924 Chestnut Street, Winston- Salem, N. C."
XV. GENERAL LABOR (U.S),NORTH DAKOTA Grand Forks
XV. GENERAL LABOR (U.S),"North Dakota Labor Leader (w.). Thursdays. Established 1917, $.50, Peter Morgan, pub. and ed., Grand Forks,"
XV. GENERAL LABOR (U.S),N. D.
XV. GENERAL LABOR (U.S),OHIO Akron
XV. GENERAL LABOR (U.S),"Akron Herald. Haver Building, Akron, Ohio. People (w.). 21 South Main Street, Akron, Ohio. Summit County Labor News (w.). 11 East Market Street, Akron, Ohio."
XV. GENERAL LABOR (U.S),Alliance
XV. GENERAL LABOR (U.S),"Union Reporter (m.). Alliance, Ohio. Cambridge"
XV. GENERAL LABOR (U.S),"Guernsey Valley Bulletin (m.). Established 1918, 4 pages, $.50, circulation 1,500. Central Labor Union, Cam bridge, Ohio. H. C. Washburn, ed. American Federa tion of Labor Weekly News."
XV. GENERAL LABOR (U.S),Canton
XV. GENERAL LABOR (U.S),"Stark County Labor Journal. 307 Market Avenue, South, Canton, Ohio."
XV. GENERAL LABOR (U.S),"Union Reporter (m.). Established 1902, $1. Union Re porter Co., 306 Fifth Street, S. E., Canton, Ohio."
XV. GENERAL LABOR (U.S),"Cincinnati ,"
XV. GENERAL LABOR (U.S),"Chronicle (w.). Saturdays. Established 1891, 8 pages, $1, circulation 5,000. Central Labor Council, 1311 Walnut Street, Cincinnati, Ohio. George F. Rooney, ed."
XV. GENERAL LABOR (U.S),"Labor Advocate, The (w.). Saturdays. Established 1910, 8 pages, $2, circulation 27,865. Building Trades Council, 20-21 Thorns Building, 5th and Main, Cincinnati, Ohio. W. E. Myers, ed. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"News (w.). Machinists' union, 1314 Walnut Street, Cin cinnati, Ohio."
XV. GENERAL LABOR (U.S),"Trades Union Journal (w.). Saturdays. Established 1895, 8 pages, $1, circulation 5,000. Lon B. Ames, pub. and ed., 16 East Court, Cincinnati, Ohio. Endorsed by local unions. American Federation of Labor Weekly"
XV. GENERAL LABOR (U.S),News.
XV. GENERAL LABOR (U.S),"Workers' Journal (w.). 2347 Vine Street, Cincinnati, Ohio."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ OHIO 53
XV. GENERAL LABOR (U.S),Cleveland
XV. GENERAL LABOR (U.S),"Cleveland Federationist (w.). Thursdays. Established 1907, 4 pages, $1, circulation 4,400. The Cleveland Federationist Publishing Co., 307 Superior Avenue, Cleveland, Ohio. Isadore Goldsmith, ed. Interna tional Labor News. Uses mats. Columbus"
XV. GENERAL LABOR (U.S),"Columbus Federationist (w.). Thursdays. Established 1920, $1.50. Columbus Federationist Printing Co., Grand Theatre Building, Columbus, Ohio. John E. Sullivan, ed. Uses mats."
XV. GENERAL LABOR (U.S),Dayton
XV. GENERAL LABOR (U.S),"Dayton Labor Review, The (w.). Fridays. Established 1916, 8 pages, $1.50, circulation 11,463. The Labor Review Publishing Co., 211 South Ludlow Street, Day ton, Ohio. E. A. Nunan, ed. Endorsed by local unions. International Labor News, American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),Lorain
XV. GENERAL LABOR (U.S),"Labor Weekly (w.). Fridays. Established 1919, $1. Cen tral Labor Union, 651 Broadway, Lorain, Ohio. H. L. Hunt, ed."
XV. GENERAL LABOR (U.S),Newark
XV. GENERAL LABOR (U.S),"Newark Leader (w.). Fridays. Established 1917, 8 pages, $1, circulation 2,100. Julius Juch, pub. and ed., l7l/2 West Main Street, .Newark, Ohio. Official organ, Trades and Labor Assembly, etc. American Federation of Labor Weekly News, Federated Press. Uses mats."
XV. GENERAL LABOR (U.S),New Philadelphia
XV. GENERAL LABOR (U.S),"Labor News, The (f.). Established 1918, 6 pages, $1, cir culation 2,500. Thomas H. and Etta Darst, 132}4 North Fifth Street, New Philadelphia, Ohio. Thomas H. Darst, ed. Official organ, Trades and Labor Assembly. Am erican Federaton of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),Portsmouth
XV. GENERAL LABOR (U.S),"Labor Review, The (w.). Saturdays. Established 1918, 8 pages, $1, circulation 2,700. Central Labor Council, 400 Masonic Temple, Portsmouth, Ohio. Louis C. Herder, ed. International Labor News. Springfield"
XV. GENERAL LABOR (U.S),"Tribune, The (w.). Fridays. Established 1909, 8 pages, $1.50, circulation 4,500. Tribune Publishing Co., Labor Temple, Springfield, Ohio. Official organ, Trades and Labor Assembly. C. W. Rich, ed. International Labor News, American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S), -
XV. GENERAL LABOR (U.S),Toledo
XV. GENERAL LABOR (U.S),"Peoples's Press. 210 Wayne Building, Toledo, Ohio."
XV. GENERAL LABOR (U.S),"Toledo Union Leader, The (w.). Fridays. Established 1907, 8 pages, $1.50, circulation 12,000. Toledo Central Labor Union, 1103 Cherry Street, Toledo, Ohio. Jo seph P. Keating, ed. American Federation of Labor Weekly News, International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),Youngstown
XV. GENERAL LABOR (U.S),"Labor Record, The (w.). Thursdays. Established 1908, 4- 8 pages, $1.50, circulation 5,500. The Labor Record Publishing Co., Room 208 K. of C. Building, P. O. Box 61, Youngstown, Ohio. Harry Dechend, ed. Owned by central bodies of Mahoning and Trumbull counties. International Labor News, All American Cooperative News. Uses mats."
XV. GENERAL LABOR (U.S),Zanesville
XV. GENERAL LABOR (U.S),"Labor Journal (w.). 6th and South Streets, Zanesville, Ohio."
XV. GENERAL LABOR (U.S),"Zanesville Tribune (w.). \iy2 North 4th Street, Zanes ville, Ohio."
XV. GENERAL LABOR (U.S),OKLAHOMA
XV. GENERAL LABOR (U.S),"Madill Herald, The. Madill, Okla."
XV. GENERAL LABOR (U.S),Oklahoma City
XV. GENERAL LABOR (U.S),"Oklahoma Federationist (m.). Established 1909, 8 and more pages, $1, circulation 3,600. Oklahoma State Federation of Labor, 521*6 West Main Street, Okla homa Cityt Okla. Victor S. Purdy, ed. American Federation of Labor Weekly News, International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"Oklahoma Leader (w.). Fridays. Established 1920, 8 pages, $1.50, circulation 15,000. Oklahoma Leader Co., 17 West Third Street, Oklahoma City, Okla. Oscar Ameringer, Dan Hogan, E. R. Chamberlain, eds. En dorsed by State Federation of Labor, Central Labor Union, etc. International Labor News, Federated Press. Uses mats. Farmer-labor politics."
XV. GENERAL LABOR (U.S),"Oklahoma Trades Review. 408 West 2nd Street, Oklahoma City, Okla."
XV. GENERAL LABOR (U.S),Tulsa
XV. GENERAL LABOR (U.S),"Unionist Journal, The (m.). Established 1917, 24-72 pages, $1.50, circulation 6,200. Central Trades and Labor Coun cil, 222-4 West Third Street, Tulsa, Okla. V. V. Van Tilburg, ed. Uses mats."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ OREGON 55
XV. GENERAL LABOR (U.S),OREGON Portland
XV. GENERAL LABOR (U.S),"Oregon Labor Press (w.). Fridays. Established 1900, 6-8 pages, $1.50, circulation 10,000. Oregon Labor Press Publishing Co., Room 103, Labor Temple, Portland, Ore. C. M. Rynerson, ed. Official organ, State Fede ration of Labor, Central Labor Counci1. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),PENNSYLVANIA Allentown
XV. GENERAL LABOR (U.S),"Pennsylvania Labor Herald (w.). Saturdays. Established 1913, 8 pages, $2, circulation 5,000. Labor Herald Pub lishing Co., (owned by organized labor movement of Lehigh Valley), 529 Hamilton Street, Allentown, Pa. Official organ, Central Trades and Labor Counci1. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"Union News. Allentown, Pa."
XV. GENERAL LABOR (U.S),Beaver
XV. GENERAL LABOR (U.S),"Beaver Valley Labor News (w.). Thursdays. Established 1915, 8 pages, $1, circulation 1,600. Anderson & Chambers, 630 Third Street, Beaver, Pa. F. L. Ander son, ed. Official organ, Central Labor Councjl, Western News Paper Union."
XV. GENERAL LABOR (U.S),Coaldale
XV. GENERAL LABOR (U.S),"Panther Creek News (d.). Established 1920, 6-18 pages, $6, circulation 2,874. District 7, United Mine Workers of America, 128 East Street, Coaldale, Pa. Thomas Ken nedy, Edward J. Donahue, eds. Associated Press. Uses mats."
XV. GENERAL LABOR (U.S),Harrisburg
XV. GENERAL LABOR (U.S),"Independent, The (w.). Fridays. Established 1922, 4 pages, $2, circulation 15,000. John M. Hartman, pub. and ed., 307 Cumberland Street, Harrisburg, Pa. En-~ dorsed by unions of vicinity. Federated Press. Uses mats."
XV. GENERAL LABOR (U.S),"Labor Age (m.). Established 1921, 32 pages, $2.50, circu lation 10,031. Labor Publication Society, Inc., Federa tion, of Labor Building, 430 North St., Harrisburg, Pa. Louis Budenz, man. ed., board: Prince Hopkins, J. F. Anderson, Tim Healy, Henry Linville, Wm. Kohn, A. J. Muste, Thos. Van Lear, Stuart Chase, Wm. H. Johnston, E. H. Fitzgerald, MacAlister Cole- man, Max D. Danish, H. W. Laidler, Phil Ziegler. Cooperatively owned by a group of National, State and Local Unions."
XV. GENERAL LABOR (U.S),Hazleton
XV. GENERAL LABOR (U.S),"Slovensky Obcan (w.). Slovak Citizen. Fridays. Estab lished 1912, 4-8 pages, $2, circulation 8,000. Citizen Publishing Co., 9 East Chestnut Street, Hazelton, Pa. John M. Janosov, ed. Endorsed by Slovak working- men's societies. Uses mats."
XV. GENERAL LABOR (U.S),Lancaster
XV. GENERAL LABOR (U.S),"Labor Leader. 38 Market Street, Lancaster, Pa. Loyalty Press, The. R. F. D. 2, Lancaster, Pa."
XV. GENERAL LABOR (U.S),"Monongahela Labor Journal (w.). Fridays. Established 1921, 4-6 pages,"
XV. GENERAL LABOR (U.S),"f2, circulation 30,000. John Reagan, 401 West Main treet, Monongahela, Pa. J. C. Linderman, ed. En dorsed by trades councils of district. Uses mats. Philadelphia"
XV. GENERAL LABOR (U.S),"Progressive Labor World (w.). 1S30 Chestnut Street, Philadelphia, Pa."
XV. GENERAL LABOR (U.S),"Trades Union News, The (w.). Thursdays. Established 1902, 20 pages, $2, circulation 33,000. The Trades Union News Publishing Co., 827-9 Filbert Street, Philadelphia, Pa. Harry W. Semple, man. ed. Endorsed by local unions. International Labor News. Uses mats. Pittsburgh"
XV. GENERAL LABOR (U.S),"Iron City Trades Council. Washington and Webster Aves., Pittsburgh, Pa."
XV. GENERAL LABOR (U.S),"Labor Free Press (w.). Thursdays. Established 1922, 8- 12 pages, $2, circulation 10,000. Arthur E. Ireland, pub. and ed., 431 Fourth Avenue, Pittsburgh, Pa. Endorsed by State Federation of Labor, Pittsburgh Central Labor Union, etc. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),"Labor World, The (w.). Thursdays. Established 1892, $5. The Journal Publishing Co., 220-2 Third Avenue, 217-19 Boulevard of the Allies, Pittsburgh, Pa. Lewis McGrew, J. B. Johnston, eds."
XV. GENERAL LABOR (U.S),"National Labor Journal (w.). Union Labor Temple, Pitts burgh, Pa."
XV. GENERAL LABOR (U.S),"National Labor Tribune (w.). Thursdays. Established 1872, 8 pages, $2, circulation 40,000. National Labor Tribune, Inc., P. O. Box, 302, Pittsburgh, Pa. J. H. Vitchestain. ed. Uses mats."
XV. GENERAL LABOR (U.S),Pittston
XV. GENERAL LABOR (U.S),"Industrial Advocate (w.). Central Labor Union, Pittston, Pa. Shenandoah"
XV. GENERAL LABOR (U.S),"Anthracite Labor News (w.). Saturdays. Established 1904. $1. M. E. Doyle, pub. and ed., Shenandoah, Pa."
XV. GENERAL LABOR (U.S),Uniontown
XV. GENERAL LABOR (U.S),"Working World (w.). Uniontown, Pa. Wilkes-Barre"
XV. GENERAL LABOR (U.S),"Courier-Herald, The (w.). Thursdays. Established 1899, 8 pages, $2, circulation 5,000. H. W. and C. F. Yetter, pub. and ed., 11 W. Market Street, Wilkes-Barre, Pa. Western Newspaper Union."
XV. GENERAL LABOR (U.S),"Labor News (w.). Fridays. Established 1924, 8 pages, $2, circulation 6,700. Labor News Publishing Co., 700 Meyer Building, Wilkes Barre, Pa. Bernard Callahan, ed. Official organ, Central Labor Union. King Features, International Labor News, Federated Press. York"
XV. GENERAL LABOR (U.S),"York Labor Advocate (w.). Fridays. Established 1917, 4 pages, $.50. Federation of Trades Union, 130 South Beaver Street, York, Pa. A. J. Dohm, ed."
XV. GENERAL LABOR (U.S),RHODE ISLAND
XV. GENERAL LABOR (U.S),Providence
XV. GENERAL LABOR (U.S),"New England Labor Digest (m.). 125 Prairie Avenue, Providence, R. I."
XV. GENERAL LABOR (U.S),SOUTH DAKOTA
XV. GENERAL LABOR (U.S),Huron
XV. GENERAL LABOR (U.S),"Labor Defender (m.). Established 1922, $1.50. Labor De fender, Huron, South Dakota. Charles C. Moore, ed."
XV. GENERAL LABOR (U.S),Sioux Falls
XV. GENERAL LABOR (U.S),"Labor News (w.). Trades and Labor Assembly, Sioux Falls, S. Dak."
XV. GENERAL LABOR (U.S),TENNESSEE Chattanooga
XV. GENERAL LABOR (U.S),"Central Labor Journal (w.). Chattanooga, Tenn."
XV. GENERAL LABOR (U.S),"Labor World (w.). Fridays. Established 1916, $2, Circu lation 2,000. Labor World Publishing Co., 318 N. 8th Street, Chattanooga, Tenn. Knoxville"
XV. GENERAL LABOR (U.S),"Knoxville Independent, The (w.). Saturdays. Established 1894, 8 pages, $1, circulation 1,200. George W. Ford, pub. and ed., 2115 E. Nelson Street, Knoxville, Tenn. Western Newspaper Union. Republican labor politics."
XV. GENERAL LABOR (U.S),"Progressive Labor (w.). Thursdays. Established 1922, 8 pages, $2, circulation 1,000. Sam H. Seandlyn, pub. and ed., 3\9ya N. Gay Street, Knoxville, Tenn. Official organ, Central Labor Union. American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),Memphis
XV. GENERAL LABOR (U.S),"Labor Review, The (w.). Fridays. Established 1917, 4-8 pages, $2, circulation 10,000. Jacob Cohen, pub. and ed., Goodbar Building, Memphis, Tenn. Official organ, Trades and Labor Council. International Labor News. Uses mats. Democratic."
XV. GENERAL LABOR (U.S),Nashville
XV. GENERAL LABOR (U.S),"Labor Advocate (w..) Fridays. Established 1902, 12 pages, $1, circulation 5,000. Labor Advocate Publishing Co., Second Ave. N., Nashville, Tenn. A. E. Hill, ed."
XV. GENERAL LABOR (U.S),"TEXAS Beaumont Star. Beaumont, Texas."
XV. GENERAL LABOR (U.S),"Cleburne Union Standard (w.). Cleburne, Tex."
XV. GENERAL LABOR (U.S),Dallas
XV. GENERAL LABOR (U.S),"Dallas Craftsman, The, (w.). Fridays. Established 1913, 8 pages, $1, circulation 6,000. W. M. Reilly, pub. and ed., Labor Temple, Young Street, Dallas, Tex. Offi cial organ, Central Labor Council, Farm Labor Union of Dallas County. International Labor News. Texas Carpenter (m.). Established 1904, 24 pages, $.50. Texas State Council of Carpenters, P. O. Box 1313, Dallas, Tex. R. E. Roberts, ed."
XV. GENERAL LABOR (U.S),"Toiler (w.). Saturdays. Established 1914, $1. Toiler Pub lishing Co., Labor Temple, Young and Evergreen Sts., Dallas, Tex. S. Rodermann, ed."
XV. GENERAL LABOR (U.S),Denison
XV. GENERAL LABOR (U.S),"Labor Journal (w.). Saturdays. Established 1916, 4 pages, $1, circulation 400. Floy Haley, pub. and ed., Denison, Texas."
XV. GENERAL LABOR (U.S),El Paso
XV. GENERAL LABOR (U.S),"El Paso City and County Labor Advocate (w.). Fridays. Established 1909, 8 pages, $1, circulation 5,400. William J. Moran, pub. and ed., Labor Advocate Building, El Paso, Texas. Official organ, Central Labor Union, etc. International Labor News. Uses mats. Fort Worth"
XV. GENERAL LABOR (U.S),"Southwestern Bricklayer (m.). Established 1912, 12-24 pages, $1, circulation 3,600. William J. Moran, pub. and ed., 223 S. Oregon Street, El Paso, Texas. Offi cial organ, State Conference, Bricklayers, Masons and Plasterers International Union. Building News Ser vices. Uses mats."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ UTAH 59
XV. GENERAL LABOR (U.S),"Southwestern Railway Journal (m.). Established 1907, 16 and more pages, $.50, circulation 6,400. C. F. Goodridge, pub. and ed., 108 East Weatherford Street, Fort Worth, Texas. Official organ, Train and Engine Ser vice Brotherhoods of Texas."
