Category,Periodical
GENERAL LABOR (U.S),"Labor Herald (weekly). Saturdays. Established 1913, 8 pages, $1.50, circulation 4,000. Labor Herald Co., 23 S. Water Street, Rochester, N. Y. Edward J. Walsh, ed. Official organ, Central Trades and Labor Counci1. International Labor iNews. Uses mats."
GENERAL LABOR (U.S),"Empire State Leader (weekly). Saturdays. Established 1905, 8 pages, $1.50, circulation 4,000. The Hogan Publish ing Co., P. O. Box 664, Schenectady, N. Y. Dallas A. Hogan, ed. Uses mats."
GENERAL LABOR (U.S),"Industrial Weekly, The (weekly). Fridays. Established 1904, 8 pages, $2, circulation 5,000. Thomas M. Gafney, pub. and ed., 238-240 West Fayette Street, Syracuse, N. Y. Official organ, Trades Assembly. American Federation of Labor News. Uses mats."
GENERAL LABOR (U.S),"Labor Journal, The (weekly). Fridays. Established 1919, 4-8 pages, $l, circulation 5,200. Labor Journal Publishing Co., 59 Congress Street, Troy, N. Y. James Lemke, ed. Official organ, Troy Federation of Labor. Inter national Labor News. Uses mats."
GENERAL LABOR (U.S),"Utica Labor Advocate (weekly). 16 Liberty Street, Utica, N. Y."
GENERAL LABOR (U.S),"Workman (weekly). 64 Main Street, Yonkers, N. Y."
GENERAL LABOR (U.S),"Asheville Advocate (weekly). Thursdays. Established 1918, 12 pages, $2, circulation 4,211. Advocate Publishing Co., 91 Patton Avenue, Asheville, N. C. H. C. Caldwell, ed. International Labor News. Uses mats. Official organ, North Carolina State Federation of Labor, etc."
GENERAL LABOR (U.S),"Charlotte Herald, The (weekly). Fridays. Established 1917, 16 pages, $2, circulation 5,378. Herald Publishing Co., 32 South College, Charlotte, N. C. James F. Barrett, ed. Endorsed by North Carolina State Federation of Labor. American Federation of Labor Weekly News, International Labor News. Uses mats."
GENERAL LABOR (U.S),"Raleigh Labor Educator (weekly). Raleigh, N. C."
GENERAL LABOR (U.S),"Union Herald, The (weekly). Thursdays. Established l917, 8 pages, $1.50, circulation 1,250. Charles and H. B. Ruffin, W. F. Moody, Hargett and Wilmington, Raleigh, N. C. L. E. Nichols, ed. Endorsed by local unions. International Labor News. Uses mats. Democratic."
GENERAL LABOR (U.S),"Union Labor Record, The (weekly). Fridays. Established 1915, 6-12 pages, $2, circulation 2,000. George Wallace Came ron, pub. and ed., 10^ Dock Street, Wilmington, N. C. Endorsed by State Federation of Labor, Wilmington Trades Counci1. International Labor News, American Federation of Labor Weekly News, International Typo graphical Union Service, People's Legislative Service, League for Industrial Democracy."
GENERAL LABOR (U.S),"Unity and Justice (weekly). 924 Chestnut Street, Winston- Salem, N. C."
GENERAL LABOR (U.S),"North Dakota Labor Leader (weekly). Thursdays. Established 1917, $.50, Peter Morgan, pub. and ed., Grand Forks,"
GENERAL LABOR (U.S),"Akron Herald. Haver Building, Akron, Ohio. People (weekly). 21 South Main Street, Akron, Ohio. Summit County Labor News (weekly). 11 East Market Street, Akron, Ohio."
GENERAL LABOR (U.S),"Union Reporter (monthly). Alliance, Ohio. Cambridge"
GENERAL LABOR (U.S),"Guernsey Valley Bulletin (monthly). Established 1918, 4 pages, $.50, circulation 1,500. Central Labor Union, Cam bridge, Ohio. H. C. Washburn, ed. American Federa tion of Labor Weekly News."
GENERAL LABOR (U.S),"Stark County Labor Journal. 307 Market Avenue, South, Canton, Ohio."
GENERAL LABOR (U.S),"Union Reporter (monthly). Established 1902, $1. Union Re porter Co., 306 Fifth Street, S. E., Canton, Ohio."
GENERAL LABOR (U.S),"Chronicle (weekly). Saturdays. Established 1891, 8 pages, $1, circulation 5,000. Central Labor Council, 1311 Walnut Street, Cincinnati, Ohio. George F. Rooney, ed."
GENERAL LABOR (U.S),"Labor Advocate, The (weekly). Saturdays. Established 1910, 8 pages, $2, circulation 27,865. Building Trades Council, 20-21 Thorns Building, 5th and Main, Cincinnati, Ohio. W. E. Myers, ed. International Labor News. Uses mats."
GENERAL LABOR (U.S),"News (weekly). Machinists' union, 1314 Walnut Street, Cin cinnati, Ohio."
GENERAL LABOR (U.S),"Trades Union Journal (weekly). Saturdays. Established 1895, 8 pages, $1, circulation 5,000. Lon B. Ames, pub. and ed., 16 East Court, Cincinnati, Ohio. Endorsed by local unions. American Federation of Labor Weekly News."
GENERAL LABOR (U.S),"Workers' Journal (weekly). 2347 Vine Street, Cincinnati, Ohio."
GENERAL LABOR (U.S),"Cleveland Federationist (weekly). Thursdays. Established 1907, 4 pages, $1, circulation 4,400. The Cleveland Federationist Publishing Co., 307 Superior Avenue, Cleveland, Ohio. Isadore Goldsmith, ed. Interna tional Labor News. Uses mats. Columbus"
GENERAL LABOR (U.S),"Columbus Federationist (weekly). Thursdays. Established 1920, $1.50. Columbus Federationist Printing Co., Grand Theatre Building, Columbus, Ohio. John E. Sullivan, ed. Uses mats."
GENERAL LABOR (U.S),"Dayton Labor Review, The (weekly). Fridays. Established 1916, 8 pages, $1.50, circulation 11,463. The Labor Review Publishing Co., 211 South Ludlow Street, Day ton, Ohio. E. A. Nunan, ed. Endorsed by local unions. International Labor News, American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Labor Weekly (weekly). Fridays. Established 1919, $1. Cen tral Labor Union, 651 Broadway, Lorain, Ohio. H. L. Hunt, ed."
GENERAL LABOR (U.S),"Newark Leader (weekly). Fridays. Established 1917, 8 pages, $1, circulation 2,100. Julius Juch, pub. and ed., l7l/2 West Main Street, .Newark, Ohio. Official organ, Trades and Labor Assembly, etc. American Federation of Labor Weekly News, Federated Press. Uses mats."
GENERAL LABOR (U.S),"Labor News, The (fortnightly). Established 1918, 6 pages, $1, cir culation 2,500. Thomas H. and Etta Darst, 132}4 North Fifth Street, New Philadelphia, Ohio. Thomas H. Darst, ed. Official organ, Trades and Labor Assembly. Am erican Federaton of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Labor Review, The (weekly). Saturdays. Established 1918, 8 pages, $1, circulation 2,700. Central Labor Council, 400 Masonic Temple, Portsmouth, Ohio. Louis C. Herder, ed. International Labor News. Springfield"
GENERAL LABOR (U.S),"Tribune, The (weekly). Fridays. Established 1909, 8 pages, $1.50, circulation 4,500. Tribune Publishing Co., Labor Temple, Springfield, Ohio. Official organ, Trades and Labor Assembly. C. W. Rich, ed. International Labor News, American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Peoples's Press. 210 Wayne Building, Toledo, Ohio."
GENERAL LABOR (U.S),"Toledo Union Leader, The (weekly). Fridays. Established 1907, 8 pages, $1.50, circulation 12,000. Toledo Central Labor Union, 1103 Cherry Street, Toledo, Ohio. Jo seph P. Keating, ed. American Federation of Labor Weekly News, International Labor News. Uses mats."
GENERAL LABOR (U.S),"Labor Record, The (weekly). Thursdays. Established 1908, 4- 8 pages, $1.50, circulation 5,500. The Labor Record Publishing Co., Room 208 K. of C. Building, P. O. Box 61, Youngstown, Ohio. Harry Dechend, ed. Owned by central bodies of Mahoning and Trumbull counties. International Labor News, All American Cooperative News. Uses mats."
GENERAL LABOR (U.S),"Labor Journal (weekly). 6th and South Streets, Zanesville, Ohio."
GENERAL LABOR (U.S),"Zanesville Tribune (weekly). \iy2 North 4th Street, Zanes ville, Ohio."
GENERAL LABOR (U.S),"Madill Herald, The. Madill, Okla."
GENERAL LABOR (U.S),"Oklahoma Federationist (monthly). Established 1909, 8 and more pages, $1, circulation 3,600. Oklahoma State Federation of Labor, 521*6 West Main Street, Okla homa Cityt Okla. Victor S. Purdy, ed. American Federation of Labor Weekly News, International Labor News. Uses mats."
GENERAL LABOR (U.S),"Oklahoma Leader (weekly). Fridays. Established 1920, 8 pages, $1.50, circulation 15,000. Oklahoma Leader Co., 17 West Third Street, Oklahoma City, Okla. Oscar Ameringer, Dan Hogan, E. R. Chamberlain, eds. En dorsed by State Federation of Labor, Central Labor Union, etc. International Labor News, Federated Press. Uses mats. Farmer-labor politics."
GENERAL LABOR (U.S),"Oklahoma Trades Review. 408 West 2nd Street, Oklahoma City, Okla."
GENERAL LABOR (U.S),"Unionist Journal, The (monthly). Established 1917, 24-72 pages, $1.50, circulation 6,200. Central Trades and Labor Coun cil, 222-4 West Third Street, Tulsa, Okla. V. V. Van Tilburg, ed. Uses mats."
GENERAL LABOR (U.S),"Oregon Labor Press (weekly). Fridays. Established 1900, 6-8 pages, $1.50, circulation 10,000. Oregon Labor Press Publishing Co., Room 103, Labor Temple, Portland, Ore. C. M. Rynerson, ed. Official organ, State Fede ration of Labor, Central Labor Counci1. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Pennsylvania Labor Herald (weekly). Saturdays. Established 1913, 8 pages, $2, circulation 5,000. Labor Herald Pub lishing Co., (owned by organized labor movement of Lehigh Valley), 529 Hamilton Street, Allentown, Pa. Official organ, Central Trades and Labor Counci1. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Union News. Allentown, Pa."
GENERAL LABOR (U.S),"Beaver Valley Labor News (weekly). Thursdays. Established 1915, 8 pages, $1, circulation 1,600. Anderson & Chambers, 630 Third Street, Beaver, Pa. F. L. Ander son, ed. Official organ, Central Labor Councjl, Western News Paper Union."
GENERAL LABOR (U.S),"Panther Creek News (daily). Established 1920, 6-18 pages, $6, circulation 2,874. District 7, United Mine Workers of America, 128 East Street, Coaldale, Pa. Thomas Ken nedy, Edward J. Donahue, eds. Associated Press. Uses mats."
GENERAL LABOR (U.S),"Independent, The (weekly). Fridays. Established 1922, 4 pages, $2, circulation 15,000. John M. Hartman, pub. and ed., 307 Cumberland Street, Harrisburg, Pa. En-~ dorsed by unions of vicinity. Federated Press. Uses mats."
GENERAL LABOR (U.S),"Labor Age (monthly). Established 1921, 32 pages, $2.50, circu lation 10,031. Labor Publication Society, Inc., Federa tion, of Labor Building, 430 North St., Harrisburg, Pa. Louis Budenz, man. ed., board: Prince Hopkins, J. F. Anderson, Tim Healy, Henry Linville, Wm. Kohn, A. J. Muste, Thos. Van Lear, Stuart Chase, Wm. H. Johnston, E. H. Fitzgerald, MacAlister Cole- man, Max D. Danish, H. W. Laidler, Phil Ziegler. Cooperatively owned by a group of National, State and Local Unions."
GENERAL LABOR (U.S),"Slovensky Obcan (weekly). Slovak Citizen. Fridays. Estab lished 1912, 4-8 pages, $2, circulation 8,000. Citizen Publishing Co., 9 East Chestnut Street, Hazelton, Pa. John M. Janosov, ed. Endorsed by Slovak working- men's societies. Uses mats."
GENERAL LABOR (U.S),"Labor Leader. 38 Market Street, Lancaster, Pa. Loyalty Press, The. R. F. D. 2, Lancaster, Pa."
GENERAL LABOR (U.S),"Monongahela Labor Journal (weekly). Fridays. Established 1921, 4-6 pages, circulation 30,000. John Reagan, 401 West Main treet, Monongahela, Pa. J. C. Linderman, ed. En dorsed by trades councils of district. Uses mats. Philadelphia"
GENERAL LABOR (U.S),"Progressive Labor World (weekly). 1S30 Chestnut Street, Philadelphia, Pa."
GENERAL LABOR (U.S),"Trades Union News, The (weekly). Thursdays. Established 1902, 20 pages, $2, circulation 33,000. The Trades Union News Publishing Co., 827-9 Filbert Street, Philadelphia, Pa. Harry W. Semple, man. ed. Endorsed by local unions. International Labor News. Uses mats. Pittsburgh"
GENERAL LABOR (U.S),"Iron City Trades Council. Washington and Webster Aves., Pittsburgh, Pa."
GENERAL LABOR (U.S),"Labor Free Press (weekly). Thursdays. Established 1922, 8- 12 pages, $2, circulation 10,000. Arthur E. Ireland, pub. and ed., 431 Fourth Avenue, Pittsburgh, Pa. Endorsed by State Federation of Labor, Pittsburgh Central Labor Union, etc. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Labor World, The (weekly). Thursdays. Established 1892, $5. The Journal Publishing Co., 220-2 Third Avenue, 217-19 Boulevard of the Allies, Pittsburgh, Pa. Lewis McGrew, J. B. Johnston, eds."
GENERAL LABOR (U.S),"National Labor Journal (weekly). Union Labor Temple, Pitts burgh, Pa."
GENERAL LABOR (U.S),"National Labor Tribune (weekly). Thursdays. Established 1872, 8 pages, $2, circulation 40,000. National Labor Tribune, Inc., P. O. Box, 302, Pittsburgh, Pa. J. H. Vitchestain. ed. Uses mats."
GENERAL LABOR (U.S),Pittston
GENERAL LABOR (U.S),"Industrial Advocate (weekly). Central Labor Union, Pittston, Pa. Shenandoah"
GENERAL LABOR (U.S),"Anthracite Labor News (weekly). Saturdays. Established 1904. $1. M. E. Doyle, pub. and ed., Shenandoah, Pa."
GENERAL LABOR (U.S),"Working World (weekly). Uniontown, Pa. Wilkes-Barre"
GENERAL LABOR (U.S),"Courier-Herald, The (weekly). Thursdays. Established 1899, 8 pages, $2, circulation 5,000. H. W. and C. F. Yetter, pub. and ed., 11 W. Market Street, Wilkes-Barre, Pa. Western Newspaper Union."
GENERAL LABOR (U.S),"Labor News (weekly). Fridays. Established 1924, 8 pages, $2, circulation 6,700. Labor News Publishing Co., 700 Meyer Building, Wilkes Barre, Pa. Bernard Callahan, ed. Official organ, Central Labor Union. King Features, International Labor News, Federated Press. York"
GENERAL LABOR (U.S),"York Labor Advocate (weekly). Fridays. Established 1917, 4 pages, $.50. Federation of Trades Union, 130 South Beaver Street, York, Pa. A. J. Dohm, ed."
GENERAL LABOR (U.S),"New England Labor Digest (monthly). 125 Prairie Avenue, Providence, R. I."
GENERAL LABOR (U.S),"Labor Defender (monthly). Established 1922, $1.50. Labor De fender, Huron, South Dakota. Charles C. Moore, ed."
GENERAL LABOR (U.S),"Labor News (weekly). Trades and Labor Assembly, Sioux Falls, S. Dak."
GENERAL LABOR (U.S),"Central Labor Journal (weekly). Chattanooga, Tenn."
GENERAL LABOR (U.S),"Labor World (weekly). Fridays. Established 1916, $2, Circu lation 2,000. Labor World Publishing Co., 318 N. 8th Street, Chattanooga, Tenn. Knoxville"
GENERAL LABOR (U.S),"Knoxville Independent, The (weekly). Saturdays. Established 1894, 8 pages, $1, circulation 1,200. George W. Ford, pub. and ed., 2115 E. Nelson Street, Knoxville, Tenn. Western Newspaper Union. Republican labor politics."
GENERAL LABOR (U.S),"Progressive Labor (weekly). Thursdays. Established 1922, 8 pages, $2, circulation 1,000. Sam H. Seandlyn, pub. and ed., 3\9ya N. Gay Street, Knoxville, Tenn. Official organ, Central Labor Union. American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Labor Review, The (weekly). Fridays. Established 1917, 4-8 pages, $2, circulation 10,000. Jacob Cohen, pub. and ed., Goodbar Building, Memphis, Tenn. Official organ, Trades and Labor Council. International Labor News. Uses mats. Democratic."
GENERAL LABOR (U.S),"Labor Advocate (w..) Fridays. Established 1902, 12 pages, $1, circulation 5,000. Labor Advocate Publishing Co., Second Ave. N., Nashville, Tenn. A. E. Hill, ed."
GENERAL LABOR (U.S),"Beaumont Star. Beaumont, Texas."
GENERAL LABOR (U.S),"Cleburne Union Standard (weekly). Cleburne, Tex."
GENERAL LABOR (U.S),"Dallas Craftsman, The, (weekly). Fridays. Established 1913, 8 pages, $1, circulation 6,000. W. M. Reilly, pub. and ed., Labor Temple, Young Street, Dallas, Tex. Offi cial organ, Central Labor Council, Farm Labor Union of Dallas County. International Labor News. Texas Carpenter (monthly). Established 1904, 24 pages, $.50. Texas State Council of Carpenters, P. O. Box 1313, Dallas, Tex. R. E. Roberts, ed."
GENERAL LABOR (U.S),"Toiler (weekly). Saturdays. Established 1914, $1. Toiler Pub lishing Co., Labor Temple, Young and Evergreen Sts., Dallas, Tex. S. Rodermann, ed."
GENERAL LABOR (U.S),"Labor Journal (weekly). Saturdays. Established 1916, 4 pages, $1, circulation 400. Floy Haley, pub. and ed., Denison, Texas."
GENERAL LABOR (U.S),"El Paso City and County Labor Advocate (weekly). Fridays. Established 1909, 8 pages, $1, circulation 5,400. William J. Moran, pub. and ed., Labor Advocate Building, El Paso, Texas. Official organ, Central Labor Union, etc. International Labor News. Uses mats. Fort Worth"
GENERAL LABOR (U.S),"Southwestern Bricklayer (monthly). Established 1912, 12-24 pages, $1, circulation 3,600. William J. Moran, pub. and ed., 223 S. Oregon Street, El Paso, Texas. Offi cial organ, State Conference, Bricklayers, Masons and Plasterers International Union. Building News Ser vices. Uses mats."
GENERAL LABOR (U.S),"Southwestern Railway Journal (monthly). Established 1907, 16 and more pages, $.50, circulation 6,400. C. F. Goodridge, pub. and ed., 108 East Weatherford Street, Fort Worth, Texas. Official organ, Train and Engine Ser vice Brotherhoods of Texas."
GENERAL LABOR (U.S),"Union Banner (weekly). Saturdays. Established 1898, $1. C. W. Woodman, pub. and ed., P. O. Box 987, Third and Calhoun Streets, Fort Worth, Texas."
GENERAL LABOR (U.S),"Union Review (weekly). Fridays. Established 1919, 4-8 pages, $1.50, circulation 2,400. M. E. Shay, pub. and ed., Galveston, Texas."
GENERAL LABOR (U.S),"Labor Journal (weekly). Fridays. Established 1898, 8 pages, $2, circulation 8,500. Houston Labor Journal Pub lishing Co., 607 Franklin Avenue, Houston, Texas. E. V. Aten, ed. Official organ, Central- body and Farmers' Union."
GENERAL LABOR (U.S),"Texas Railway Employees' Journal. Kiani Building, Hous- . ton, Texas."
GENERAL LABOR (U.S),"Luz y Verdad (monthly). Spanish. Established 1916, 12 pages, $1, circulation 300. Jose M. Mora, pub. and ed., P. O. Box 674, Laredo, Texas."
GENERAL LABOR (U.S),"Labor Forum (weekly). Fridays. 'Established 1919, $1.50. S. R. Nicks, 310 Sixth Street, Port Arthur, Tex. C. C. Sapp, ed."
GENERAL LABOR (U.S),"Weekly Dispatch, The (weekly). Saturdays. Established 1894, 8-12 pages, $1.50, circulation 8,600. William L. Hoef- gen, pub. and ed., North Street, Labor Temple, P. O. Box 1113, San Antonio, Texas. Official organ, Trades Counci1. International Labor News, American Federa tion of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Salt Lake City Utah Labor News (weekly). Salt Lake City, Utah."
GENERAL LABOR (U.S),"Virginia Unionist (weekly). People's Press, Norfolk, Va. Times-Advocate (weekly). 155 Bank Street, Norfolk, Va."
GENERAL LABOR (U.S),"Richmond Labor Herald (weekly). Fridays. Established 1924, 8 pages, $.50, circulation 2000. The Labor Herald Publishing Co. Inc., 1306 E. Franklin Street, Richmond, Va. R. B. Greenway, ed. Official organ, Central Trades arid"
GENERAL LABOR (U.S),"Labor Council. Uses mats. Square Deal. Central Trades and Labor Council, Richmond, Va."
GENERAL LABOR (U.S),"Southwest Washington Labor Press (weekly). Fridays. Estab lished 1914, 8-12 pages, $1.50, circulation 1,200. Louis C. Hinman, pub. and ed., 104 North G Street, Aberdeen, Wash. Official organ, Central Labor Council, etc. In ternational Labor News. Uses mats."
GENERAL LABOR (U.S),"Labor World, The. Bellingham, Wash."
GENERAL LABOR (U.S),"Labor Journal, The (weekly). Fridays. Established 1898, 4 pages, $1, circulation 1,500. Labor Journal Publishing Co., Labor Temple, Everett, Wash. Henry Arends, e��_��__��_��__T Owned by 14 unions. Official organ, Central Labor Counci1. International Labor News, American Federa tion of Labor Weekly News, Cooperative Service. Uses mats."
GENERAL LABOR (U.S),"Northwest Painter, The (monthly). Established 1922, 4 pages, $.50, circulation 2,500. Northwest Painters Conference, Labor Temple, Everett, Wash. Henry /Arends, ed. Uses mats."
GENERAL LABOR (U.S),"Seattle Union Record (daily). Established 1900, 8-48 pages, $9, circulation 30,195. American Free Press, Union Record Building, 1915 First Avenue, Seattle, Wash. Owned by central body and unions. E. B. Ault, pub. and ed., Saul Haas, man. ed. International News Ser vice, International Labor News, Federated Press. Uses mats."
GENERAL LABOR (U.S),"Labor World (weekly). Fridays. Established 1904, 8 pages, $1, circulation 2,000. The Labor World, 311 Sprague Ave., Spokane, Wash. William J. Coates, ed. Official or gan, Central Labor Council, State Federation of Labor. International Labor News, American Federation of Labor Weekly News. Uses mats."
GENERAL LABOR (U.S),"Tacoma Labor Advocate (weekly). Fridays. Established 1909, $1.50. Labor Advocate Publishing Co., 115154 Broad way, Tacoma, Wash."
GENERAL LABOR (U.S),"West Virginia Federationist, The (weekly). Thursdays. Es tablished 1915, 8 pages, $150, circulation 6,800. The Federationist Company, P. O. Box 1207, Charleston, W. Va. Frank W. Snyder, ed. Official organ, Central Labor Union, etc. International Labor News. Uses mats."
GENERAL LABOR (U.S),"Marmette Union Laborer, The (weekly). Mannette, Wis."
GENERAL LABOR (U.S),"Labor Advocate, The (fortnightly). Established 1916, 8 pages, $1. circulation 1,000. Trades and Labor Assembly, 428 Wisconsin Street, Racine, Wis. William H. Sommers, ed. Federated Press. Sent third class."
GENERAL LABOR (U.S),"Superior Labor Journal (weekly) Fridays. Established 1897, 6 pages, $2, circulation 2,500. M. M. Krieps, pub. and ed., Superior, Wis."
GENERAL LABOR (U.S),"Wyoming Labor Journal (weekly). Fridays. Established 1911, 8 pages, $1, 8,000 circulation. Wyoming Labor Journal Publishing Co. Inc., Box 997, Cheyenne, Wyo. J. Buckley, P. J. Paulsen, James Morgan, eds. Official organ, State Federation of Labor. International Labor News. Uses mats."
CANADA,"Alberta Labor News (weekly). Thursdays. Established 1919, 4-8 pages, $2, circulation 4,200. Henry J. Roche, for the Alberta Federation of Labor, 10010 102nd Street, Ed monton, Alberta, Can. Elmer E. Roper, ed. Inter national Labor News, American Federation of Labor Weekly News, Press Reports of the International Fede ration of Trade Unions, International Press Correspon dence. Uses mats. Supports Canadian Labor Party."
CANADA,"L 'Artisan (monthly). La Societe des Artisans, 20 St. Denis Street, Montreal, Can., Catholic."
CANADA,"Booster, The (monthly). Brotherhood of Dominion Express Employees, Toronto, Ontario, Can."
CANADA,"British Columbia Federationist (weekly). Fridays. Established 1908, 4 pages, $2.50, circulation 6,500. Cowan Brook- house Limited, 1129 Howe Street, Vancouver, British, Columbia, Canada. George Hartley, ed. Uses mats. Official organ of Federated Labor Party of British Columbia."
CANADA,"British Columbia Musician (monthly). Established 1923, 8 pages, circulation 1,000. Musicians' union, local 145, Ameri can Federation of Musicians, 991 Nelson Street, Van couver, B. C., Canada. E. C. Miller, Edward Jamieson, eds."
CANADA,"Bulletin, The (in.). International Association of Machinists, District Lodge, No. 2, Winnipeg, Manitoba, Can."
CANADA,"Canadian Barber, The (monthly). Journeymen Barbers' Federa tion of Ontario, Toronto, Ontario, Can."
CANADA,"Canadian Congress Journal (monthly). Established 1921, 64-80 pages, $2. Trades and Labor Congress of Canada Pub lishing Co. Ltd., 172 McLaren Street, Ottawa, Ont., Canada. Tom Moore, ed. Uses mats."
CANADA,"Canadian Cooperator, The (monthly). Established 1909, 16 pages, $.75, circulation 2,500. The Cooperative Union of Canada, 215 Nelson Street, Brantford, Ont., Canada. George Keen, ed. Official organ, The Cooperative Union of Canada (national federation of cooperative societies)."
CANADA,"Canadian Labor Press (weekly). 246 Sparks Street, Ottawa, Ont., Can."
CANADA,"Canadian Railroad Employees Monthly (monthly). Established 1909, 24 pages, $2, circulation 12,500. Canadian Brother hood of Railroad Employees, 189 Gloucester Street, Ottawa, Ont., Canada. M. M. Maclean, ed. Uses mats"
CANADA,"Canadian Trades Unionist (monthly). Canadian Federation of Labor, 26 Strathcona Avenue, Toronto, Ontario, Can."
CANADA,"Carpenters' Monthly Bulletin (monthly). Established 1917, 4 pages, circulation 1,700. Ontario Provincial Council of the United Brotherhood of Carpenters and Joiners of America, 9 Mountnoel Avenue, Toronto, Ont, Canada. Tennison Jackson, ed."
CANADA,"Citizen, The (weekly). Fridays. Established 1918, 6 pages, $1, circulation 4,000. Week's Printing Co. Ltd., 54 Argyle Street, Halifax, N. S., Canada. A committee, ed. En dorsed by Trades and Labor Counci1. Uses mats."
CANADA,"Confederate, The. Brandon, Manitoba, Can."
CANADA,"Grain Growers' Guide, The (weekly). Wednesdays. Established 1908, 24-60 pages, $1, circulation 75,000. The Grain Growers' Guide Ltd., 290 Vaughan Street, Winnipeg, Man., Canada. G. F. Chipman, ed."
CANADA,"Labor Leader, The (weekly). Fridays. Established 1919, 4-16 pages, $1.50, circulation 27,800. Labor Leader Publish ing Co., Ltd., 257 Adelaide Street West, Toronto, Ont. Canada. R. J. Stevenson, W. J. Hevey, eds. Endorsed by local unions. American Federation of Labor Weekly News."
CANADA,"Labor News, The (monthly). Lister Building, Hamilton, Ontario, Can."
CANADA,"Labor Statesman, The (weekly). Fridays. Established 1924, 8 pages, $2, circulation 4,700. Vancouver, New Westmin ster and District Trades and Labor Council, 16 Hast ings Street, East, Vancouver, B. C, Canada. Henry William Watts, Parker Williams, eds. Federated Press. Labor Party."
CANADA,"Labor World, The ��_��__��_��__��_��__ Le Monde Ouvrier (weekly). Fridays. Established 1916, 4 pages, $2, circulation 4,500. Montreal Trades and Labor Council, Gus. Francq, in trust, 11 St. Paul Street, W., Montreal, Que., Canada. - Gus Francq, ed. Bi-lingual, English and French."
CANADA,"Maritime Labor Herald (weekly). Established 1921, 8 pages, $2, circulation 5,000. Maritime Labor Herald Co. Ltd., Union Street, Glace Bay, N. S., Canada. 69 per cent of stock held by organized labor. Federated Press. Uses mats. Radica1."
CANADA,"New Democracy (weekly). Lister Building, Hamilton, Ontario, Can."
CANADA,"One Big Union Bulletin, The (weekly). The One Big Union, 54 Adelaide Street, Winnipeg, Manitoba, Can."
CANADA,"Ontario Fire Fighter, The (monthly). Established 1920, 12 pages, $2, circulation 2,456. Provincial Federation of Ontario Fire Fighters, 132 Bellevue Avenue, Toronto, Ont., Canada. David H. Lamb, ed. Uses mats."
CANADA,"Organizer, The (monthly). Established 1921, 4 pages, $2.50, cir culation 2,000. The Amalgamated Civil Servants of Canada, 2041 Halifax Street, Regina, Sask., Canada. W. A. Squires, ed."
CANADA,"Trade Report (monthly). Ontario Provincial Council, United Brotherhood of Carpenters and Joiners, Toronto, On tario, Can."
CANADA,"U. F. A., The Official Organ of the United Farmers of Alberta (fortnightly). Established 1922, 16-40 pages, $2, circula tion 22,322. The United Farmers of Alberta, Lougheed Building, Calgary, Alberta, Canada. W. Norman Smith, A. M. Turner, eds. Uses mats."
CANADA,"Western Clarion (fortnightly). Established 1905, 8 pages, $1, cir culation 4,000. Socialist Party of Canada, P. O. Box 710, Vancouver, B. C., Canada. Ewen MacLeod, ed. Academic and educationa1."
CANADA,"Western Union Printer (monthly). Western Canada Conference of Typographical Unions, Medicine Hat, Alberta, Can."
CANADA,"Worker, The (weekly). Saturdays. Established 1922, 4 pages, $2, circulation 5,000. Worker Publishing Association, Room 301, Tyrell Building, 95 King Street, E., Toronto, Ont., Canada. Maurice Specter, ed. Official organ, Communist Party of Canada. Federated Press. "" Uses mats."
CANADA,"Workers' Weekly, The (weekly). Muir and Bell, Stellarton, Nova Scotia, Canada."
INTERNATIONAL,"International Trade Union Review, The (quarterly). International Federation of Trade Unions, 31 Tesselschadestraat, Am sterdam, Netherlands."
INTERNATIONAL,"News Letter (weekly). Internatinal Federation of Trade Unions, 31 Tesselschadestraat, Amsterdam, Netherlands."
INTERNATIONAL,"International Educational Notes (monthly). Educational Depart ment, International Federation of Trade Unions, 31 Tes selschadestraat, Amsterdam, Netherlands."
INTERNATIONAL,"Red Labor Union International. Red International of Labor Unions, Post Office Box 7077, Moscow, Union of Soviet Socialist Republics."
INTERNATIONAL,"News Service (irregular). International Wprkingmen's Associa tion, Kopernikusstrasse, 25/II, Berlin O. 35, Germany."
INTERNATIONAL,"Bulletin (monthly). International Federation of Christian Trade Unions, Drift 12, Utrecht, Netherlands."
INTERNATIONAL,"Building Workers' International (quarterly). International Union of Building Workers, Wallstrasse 1, Hamburg 25, Germany."
INTERNATIONAL,"Bulletin (quarterly). International Federation of Hatters, Piazetta Moriggia 6, Monza, Italy."
INTERNATIONAL,"Bulletin (quarterly). International Federation of Lithographers and Kindred Trades, 65 Rue du Midi, Brussels, Belgium."
INTERNATIONAL,"Bulletin (bimonthly). International Union of Woodworkers, Al- berdingk Thijmstraat 30, Amsterdam, Netherlands."
INTERNATIONAL,"Bulletin Mensuel (monthly). International Union of Food and Drink Trades Workers, Kornerstrasse 12, Zurich 4 Switzerland."
